reading_id,timestamp,site_id,zone_id,sensor_id,tilt_angle_deg,tilt_rate_deg_hr,crack_width_mm,crack_rate_mm_hr,vibration_ppv_mms,soil_moisture_pct,signal_dbm,sensor_battery_pct,angular_crack_velocity_product,crack_expansion_ratio,moisture_weighted_tilt,hazard_index_H,risk_class
1255,2026-02-22T07:00:00.000Z,korba-west-bench,zone-c,EX-201,1.33,0.41,2.92,0.32,1.59,54,-65,73,0.172,0.106,0.718,0.251,Normal
1256,2026-02-22T08:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,0.17,0.13,0.2,0,0.82,10,-73,71,0.013,0,0.017,0.096,Normal
1257,2026-02-22T09:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,0,0.11,1.62,0.04,0.21,30,-78,70,0.015,0.023,0,0.142,Normal
1258,2026-02-22T10:00:00.000Z,raniganj-south-slope,zone-a,SN-101,0.18,0,0.69,0.28,1.4,24,-76,81,0,0.354,0.043,0.081,Normal
1259,2026-02-22T11:00:00.000Z,korba-west-bench,zone-d,TL-301,0.93,0,0.48,0.33,0.11,14,-81,94,0,0.569,0.13,0.076,Normal
1260,2026-02-22T12:00:00.000Z,korba-west-bench,zone-d,SN-101,0.66,0,0,0,0.43,26,-69,98,0,0,0.172,0.058,Normal
1261,2026-02-22T13:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.27,0.15,0.68,0.3,1.27,20,-70,72,0.06,0.385,0.054,0.079,Normal
1262,2026-02-22T14:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,0.29,0.32,0.76,0,0,16,-83,62,0.032,0,0.046,0.068,Normal
1263,2026-02-22T15:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.11,0.15,0.49,0.15,0.1,28,-75,68,0.037,0.254,0.031,0.087,Normal
1264,2026-02-22T16:00:00.000Z,singareni-s4,zone-b,SN-101,0.35,0.15,0,0.06,0.23,24,-67,93,0.024,0.6,0.084,0.104,Normal
1265,2026-02-22T17:00:00.000Z,jharia-open-pit,zone-a,SN-101,1.99,0.32,3.8,0.37,1.95,68,-78,70,0.15,0.095,1.353,0.309,Warning
1266,2026-02-22T18:00:00.000Z,korba-west-bench,zone-b,EX-201,0,0,1.01,0.16,0.44,22,-63,96,0,0.144,0,0.041,Normal
1267,2026-02-22T19:00:00.000Z,jharia-open-pit,zone-a,SN-101,0.51,0.27,2.85,0.2,1.99,38,-61,61,0.081,0.068,0.194,0.189,Normal
1268,2026-02-22T20:00:00.000Z,singareni-s4,zone-d,EX-201,0.07,0.08,0.61,0,0.99,28,-69,73,0.008,0,0.02,0.097,Normal
1269,2026-02-22T21:00:00.000Z,korba-west-bench,zone-b,SN-101,0,0.06,1.35,0.13,1.59,23,-83,74,0.014,0.09,0,0.037,Normal
1270,2026-02-22T22:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0.99,0,0.37,0.09,1.18,24,-73,86,0,0.191,0.238,0.103,Normal
1271,2026-02-22T23:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,0.71,0,0.96,0.2,0.74,25,-68,90,0,0.189,0.177,0.065,Normal
1272,2026-02-23T00:00:00.000Z,raniganj-south-slope,zone-a,TL-301,1.93,0.36,2.57,0.39,0.92,40,-65,85,0.176,0.146,0.772,0.356,Warning
1273,2026-02-23T01:00:00.000Z,jharia-open-pit,zone-b,EX-201,1.05,0.21,1.35,0.19,1.18,17,-67,60,0.061,0.131,0.179,0.167,Normal
1274,2026-02-23T02:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0,0,1.87,0.06,0.91,40,-76,90,0,0.03,0,0.105,Normal
1275,2026-02-23T03:00:00.000Z,korba-west-bench,zone-a,TL-301,0.36,0.09,1.48,0.12,1.89,28,-67,90,0.02,0.076,0.101,0.126,Normal
1276,2026-02-23T04:00:00.000Z,korba-west-bench,zone-c,SN-101,0.58,0,1.2,0.18,0.61,27,-81,85,0,0.138,0.157,0.052,Normal
1277,2026-02-23T05:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0.45,0.15,0.73,0.2,1.65,15,-77,63,0.045,0.241,0.068,0.106,Normal
1278,2026-02-23T06:00:00.000Z,korba-west-bench,zone-c,TL-301,3.87,1.06,8.27,1.27,3.02,77,-65,82,1.452,0.152,2.98,0.743,Critical
1279,2026-02-23T07:00:00.000Z,korba-west-bench,zone-d,EX-201,0,0.35,0,0.24,0.09,20,-71,90,0.119,2.4,0,0.113,Normal
1280,2026-02-23T08:00:00.000Z,korba-west-bench,zone-a,PZ-401,1.61,0.38,2.79,0.59,1.69,53,-66,76,0.262,0.204,0.853,0.29,Normal
1281,2026-02-23T09:00:00.000Z,korba-west-bench,zone-b,PZ-401,3.2,0.62,8.26,1.25,4.14,65,-70,61,0.837,0.15,2.08,0.628,Critical
1282,2026-02-23T10:00:00.000Z,singareni-s4,zone-d,PZ-401,3.38,0.76,9.29,1.13,2.54,70,-83,65,0.935,0.12,2.366,0.629,Critical
1283,2026-02-23T11:00:00.000Z,korba-west-bench,zone-d,EX-201,2.49,0.48,3.44,0.38,2.32,43,-62,92,0.23,0.107,1.071,0.343,Warning
1284,2026-02-23T12:00:00.000Z,jharia-open-pit,zone-a,PZ-401,0,0.05,0,0.24,0.42,33,-63,86,0.017,2.4,0,0.022,Normal
1285,2026-02-23T13:00:00.000Z,jharia-open-pit,zone-a,SN-101,1.89,0.3,3.5,0.5,0.8,50,-61,74,0.18,0.139,0.945,0.247,Normal
1286,2026-02-23T14:00:00.000Z,raniganj-south-slope,zone-b,SN-101,2.23,0.41,3.86,0.33,1.7,52,-76,94,0.176,0.083,1.16,0.359,Warning
1287,2026-02-23T15:00:00.000Z,jharia-open-pit,zone-d,SN-101,0,0.08,1.24,0.15,0.3,34,-60,91,0.02,0.112,0,0.073,Normal
1288,2026-02-23T16:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0.67,0,0.89,0.04,0.39,29,-67,72,0,0.04,0.194,0.135,Normal
1289,2026-02-23T17:00:00.000Z,korba-west-bench,zone-b,PZ-401,1.85,0.35,1.54,0.5,1.67,42,-84,73,0.21,0.305,0.777,0.359,Warning
1290,2026-02-23T18:00:00.000Z,singareni-s4,zone-b,SN-101,1.2,0.13,0.39,0.35,1.23,28,-70,73,0.058,0.714,0.336,0.218,Normal
1291,2026-02-23T19:00:00.000Z,singareni-s4,zone-d,PZ-401,3.56,0.95,7.9,1.27,2.76,76,-77,87,1.302,0.159,2.706,0.697,Critical
1292,2026-02-23T20:00:00.000Z,raniganj-south-slope,zone-a,EX-201,1.13,0.08,0.43,0.14,0.86,29,-67,81,0.019,0.264,0.328,0.141,Normal
1293,2026-02-23T21:00:00.000Z,singareni-s4,zone-c,PZ-401,0,0,1.28,0,0,25,-70,68,0,0,0,0.037,Normal
1294,2026-02-23T22:00:00.000Z,raniganj-south-slope,zone-c,EX-201,2.74,0.42,3.86,0.57,1.32,37,-79,85,0.281,0.144,1.014,0.371,Warning
1295,2026-02-23T23:00:00.000Z,singareni-s4,zone-b,SN-101,2.28,0.41,3.07,0.31,2.17,46,-77,65,0.168,0.098,1.049,0.328,Warning
1296,2026-02-24T00:00:00.000Z,singareni-s4,zone-a,SN-101,0.1,0.05,1.47,0.23,0.26,26,-62,73,0.017,0.146,0.026,0.087,Normal
1297,2026-02-24T01:00:00.000Z,raniganj-south-slope,zone-a,TL-301,0.41,0,2.02,0,0.41,31,-71,68,0,0,0.127,0.084,Normal
1298,2026-02-24T02:00:00.000Z,singareni-s4,zone-d,PZ-401,0.51,0,0.97,0,0.82,31,-66,77,0,0,0.158,0.027,Normal
1299,2026-02-24T03:00:00.000Z,jharia-open-pit,zone-c,TL-301,3.32,0.82,6.94,1.1,3.71,77,-74,73,0.984,0.156,2.556,0.635,Critical
1300,2026-02-24T04:00:00.000Z,jharia-open-pit,zone-b,PZ-401,0.43,0.06,0.27,0.05,0.08,22,-79,75,0.009,0.135,0.095,0.061,Normal
1301,2026-02-24T05:00:00.000Z,singareni-s4,zone-a,EX-201,1.13,0.38,1.77,0.56,1.27,47,-68,97,0.251,0.299,0.531,0.3,Warning
1302,2026-02-24T06:00:00.000Z,raniganj-south-slope,zone-c,SN-101,1.63,0.23,3.56,0.54,1.84,42,-69,92,0.147,0.148,0.685,0.235,Normal
1303,2026-02-24T07:00:00.000Z,singareni-s4,zone-d,EX-201,1.34,0.49,3.95,0.38,1.61,59,-73,66,0.235,0.094,0.791,0.358,Warning
1304,2026-02-24T08:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,0,0.06,1.29,0.3,1.08,19,-74,68,0.024,0.216,0,0.085,Normal
1305,2026-02-24T09:00:00.000Z,singareni-s4,zone-d,EX-201,0.08,0.22,1.61,0.31,0.43,13,-78,81,0.09,0.181,0.01,0.161,Normal
1306,2026-02-24T10:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,0.78,0.29,1.55,0.23,0.37,13,-72,95,0.096,0.139,0.101,0.193,Normal
1307,2026-02-24T11:00:00.000Z,jharia-open-pit,zone-c,PZ-401,2.18,0.17,3.72,0.48,1.93,61,-76,90,0.099,0.126,1.33,0.346,Warning
1308,2026-02-24T12:00:00.000Z,singareni-s4,zone-b,TL-301,1.02,0.17,0.57,0,0.7,24,-65,71,0.017,0,0.245,0.069,Normal
1309,2026-02-24T13:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,4.56,0.79,9.29,1.48,3.91,78,-61,61,1.248,0.158,3.557,0.758,Critical
1310,2026-02-24T14:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.7,0.1,0.46,0,0.68,31,-70,76,0.01,0,0.217,0.082,Normal
1311,2026-02-24T15:00:00.000Z,jharia-open-pit,zone-d,TL-301,0.25,0.03,0.54,0.14,1.13,21,-74,74,0.007,0.219,0.052,0.122,Normal
1312,2026-02-24T16:00:00.000Z,singareni-s4,zone-c,SN-101,1.6,0.45,2.93,0.23,2.24,57,-75,79,0.149,0.076,0.912,0.394,Warning
1313,2026-02-24T17:00:00.000Z,jharia-open-pit,zone-b,PZ-401,0,0.03,1.17,0,0,20,-69,92,0.003,0,0,0.03,Normal
1314,2026-02-24T18:00:00.000Z,korba-west-bench,zone-d,SN-101,0,0,0,0.05,0.69,27,-61,80,0,0.5,0,-0.043,Normal
1315,2026-02-24T19:00:00.000Z,singareni-s4,zone-c,EX-201,3.4,0.95,6.46,1.09,3.75,74,-75,76,1.131,0.166,2.516,0.674,Critical
1316,2026-02-24T20:00:00.000Z,korba-west-bench,zone-c,TL-301,0.26,0.29,0.83,0.41,0,33,-68,80,0.148,0.441,0.086,0.115,Normal
1317,2026-02-24T21:00:00.000Z,korba-west-bench,zone-b,TL-301,0.96,0,0,0.1,1.05,28,-72,93,0,1,0.269,0.147,Normal
1318,2026-02-24T22:00:00.000Z,jharia-open-pit,zone-a,EX-201,0,0.05,1.49,0,0.4,32,-70,76,0.005,0,0,0.078,Normal
1319,2026-02-24T23:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,0.75,0.22,0.8,0,0.24,30,-80,96,0.022,0,0.225,0.15,Normal
1320,2026-02-25T00:00:00.000Z,singareni-s4,zone-b,EX-201,0,0.09,0.67,0.05,0,25,-76,95,0.014,0.065,0,0.016,Normal
1321,2026-02-25T01:00:00.000Z,singareni-s4,zone-b,SN-101,3.61,0.9,8.56,1.04,3.84,72,-76,67,1.026,0.12,2.599,0.68,Critical
1322,2026-02-25T02:00:00.000Z,jharia-open-pit,zone-c,TL-301,3.21,0.89,6.49,1.11,3.55,80,-81,77,1.077,0.168,2.568,0.567,Critical
1323,2026-02-25T03:00:00.000Z,raniganj-south-slope,zone-d,SN-101,0.07,0,0.62,0,0.97,27,-64,96,0,0,0.019,0.018,Normal
1324,2026-02-25T04:00:00.000Z,singareni-s4,zone-d,PZ-401,0.24,0.06,0,0,0.87,21,-83,65,0.006,0,0.05,0.111,Normal
1325,2026-02-25T05:00:00.000Z,singareni-s4,zone-d,EX-201,1.37,0.2,0.24,0.35,0.01,17,-70,86,0.09,1.029,0.233,0.163,Normal
1326,2026-02-25T06:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.44,0.05,1.08,0.01,0.3,24,-63,75,0.006,0.008,0.106,0.066,Normal
1327,2026-02-25T07:00:00.000Z,korba-west-bench,zone-a,TL-301,0,0,0,0.37,1.02,16,-74,67,0,3.7,0,0.118,Normal
1328,2026-02-25T08:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0,0.18,0,0.15,0.61,26,-85,64,0.045,1.5,0,0.117,Normal
1329,2026-02-25T09:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0.84,0.16,2.28,0,0.54,30,-80,87,0.016,0,0.252,0.097,Normal
1330,2026-02-25T10:00:00.000Z,jharia-open-pit,zone-c,TL-301,0.95,0.07,0.92,0.11,0.91,23,-73,73,0.015,0.108,0.218,0.138,Normal
1331,2026-02-25T11:00:00.000Z,jharia-open-pit,zone-d,SN-101,0.5,0,1.25,0.02,1.04,27,-78,66,0,0.015,0.135,0.131,Normal
1332,2026-02-25T12:00:00.000Z,singareni-s4,zone-c,TL-301,0.59,0.13,0.68,0.27,0.39,34,-65,93,0.048,0.346,0.201,0.118,Normal
1333,2026-02-25T13:00:00.000Z,singareni-s4,zone-d,SN-101,0,0.03,1,0,0.07,24,-74,71,0.003,0,0,0.073,Normal
1334,2026-02-25T14:00:00.000Z,jharia-open-pit,zone-a,SN-101,3.63,0.89,6.86,1.28,2.87,67,-73,62,1.228,0.184,2.432,0.675,Critical
1335,2026-02-25T15:00:00.000Z,jharia-open-pit,zone-d,EX-201,0.81,0.03,0.76,0.06,0.33,24,-69,86,0.005,0.07,0.194,0.165,Normal
1336,2026-02-25T16:00:00.000Z,korba-west-bench,zone-b,PZ-401,0.76,0.17,0.18,0.02,0.51,28,-78,71,0.02,0.071,0.213,0.079,Normal
1337,2026-02-25T17:00:00.000Z,korba-west-bench,zone-a,PZ-401,0.8,0,0.07,0.32,1.6,27,-61,96,0,1.882,0.216,0.103,Normal
1338,2026-02-25T18:00:00.000Z,singareni-s4,zone-a,SN-101,0.71,0,1.12,0,0.56,24,-63,93,0,0,0.17,0.068,Normal
1339,2026-02-25T19:00:00.000Z,singareni-s4,zone-d,EX-201,1.46,0.18,3.59,0.37,1.5,59,-79,66,0.085,0.1,0.861,0.264,Normal
1340,2026-02-25T20:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0,0.08,0.63,0.09,0.87,33,-63,84,0.015,0.123,0,0.06,Normal
1341,2026-02-25T21:00:00.000Z,raniganj-south-slope,zone-d,EX-201,1,0.01,0.53,0.01,0.01,12,-63,68,0.001,0.016,0.12,0.048,Normal
1342,2026-02-25T22:00:00.000Z,jharia-open-pit,zone-b,SN-101,1.86,0.26,3.88,0.49,1.7,50,-75,98,0.153,0.123,0.93,0.356,Warning
1343,2026-02-25T23:00:00.000Z,korba-west-bench,zone-b,PZ-401,1.69,0.35,2.9,0.35,0.75,33,-61,62,0.157,0.117,0.558,0.24,Normal
1344,2026-02-26T00:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0.61,0,1.11,0.18,0.95,17,-60,66,0,0.149,0.104,0.11,Normal
1345,2026-02-26T01:00:00.000Z,korba-west-bench,zone-c,TL-301,1.23,0.18,2.35,0.31,2.09,58,-75,85,0.074,0.127,0.713,0.252,Normal
1346,2026-02-26T02:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,0.47,0.08,0.48,0.17,1.48,28,-68,87,0.022,0.293,0.132,0.166,Normal
1347,2026-02-26T03:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,2.31,0.44,2.17,0.64,1.24,46,-78,88,0.326,0.282,1.063,0.323,Warning
1348,2026-02-26T04:00:00.000Z,raniganj-south-slope,zone-d,SN-101,0.65,0.32,0.52,0,1.07,26,-73,61,0.032,0,0.169,0.121,Normal
1349,2026-02-26T05:00:00.000Z,korba-west-bench,zone-c,TL-301,0.53,0,1.54,0.04,0.78,29,-70,70,0,0.024,0.154,0.118,Normal
1350,2026-02-26T06:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.08,0.15,1.21,0.22,1.18,28,-83,82,0.048,0.168,0.022,0.079,Normal
1351,2026-02-26T07:00:00.000Z,raniganj-south-slope,zone-a,TL-301,0.41,0.14,0.17,0.07,0.79,14,-71,89,0.024,0.259,0.057,0.11,Normal
1352,2026-02-26T08:00:00.000Z,jharia-open-pit,zone-d,TL-301,0,0,1.97,0.08,0,23,-83,87,0,0.039,0,0.062,Normal
1353,2026-02-26T09:00:00.000Z,korba-west-bench,zone-c,SN-101,0.32,0.05,2.67,0.06,0.06,22,-63,73,0.008,0.022,0.07,0.068,Normal
1354,2026-02-26T10:00:00.000Z,korba-west-bench,zone-b,SN-101,3.43,1.19,6.97,1.12,4.02,63,-83,65,1.452,0.158,2.161,0.708,Critical
1355,2026-02-26T11:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,3.25,0.92,6.75,1.19,3.19,80,-85,89,1.187,0.174,2.6,0.663,Critical
1356,2026-02-26T12:00:00.000Z,singareni-s4,zone-b,TL-301,0,0,0.52,0.26,0,25,-62,71,0,0.419,0,-0.005,Normal
1357,2026-02-26T13:00:00.000Z,raniganj-south-slope,zone-d,SN-101,0.09,0.05,0.05,0.13,0.21,32,-76,96,0.012,0.867,0.029,0.071,Normal
1358,2026-02-26T14:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.32,0.23,0.63,0,0.92,44,-80,96,0.023,0,0.141,0.095,Normal
1359,2026-02-26T15:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.27,0.02,1.91,0.08,0.14,18,-62,67,0.004,0.04,0.049,0.145,Normal
1360,2026-02-26T16:00:00.000Z,korba-west-bench,zone-c,PZ-401,1.76,0.49,2.76,0.23,1.99,41,-65,96,0.162,0.08,0.722,0.308,Warning
1361,2026-02-26T17:00:00.000Z,jharia-open-pit,zone-b,PZ-401,1.42,0.17,1.26,0.09,0.74,19,-85,65,0.032,0.066,0.27,0.139,Normal
1362,2026-02-26T18:00:00.000Z,jharia-open-pit,zone-d,TL-301,1.52,0.49,3.23,0.73,2.18,46,-82,64,0.407,0.219,0.699,0.377,Warning
1363,2026-02-26T19:00:00.000Z,korba-west-bench,zone-c,SN-101,1.79,0.38,2.66,0.5,1.39,59,-78,70,0.228,0.181,1.056,0.297,Normal
1364,2026-02-26T20:00:00.000Z,korba-west-bench,zone-c,SN-101,3.29,0.79,7.66,1.04,2.81,77,-73,75,0.901,0.134,2.533,0.565,Critical
1365,2026-02-26T21:00:00.000Z,korba-west-bench,zone-a,SN-101,3.24,0.83,8.3,1.18,2.51,61,-76,94,1.062,0.14,1.976,0.572,Critical
1366,2026-02-26T22:00:00.000Z,korba-west-bench,zone-a,EX-201,0.24,0,0,0.12,0.68,25,-76,65,0,1.2,0.06,0.088,Normal
1367,2026-02-26T23:00:00.000Z,singareni-s4,zone-a,EX-201,0.82,0.09,0,0.17,0.68,40,-64,71,0.024,1.7,0.328,0.128,Normal
1368,2026-02-27T00:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,0,0.22,0.85,0.21,0.21,35,-69,74,0.068,0.221,0,0.096,Normal
1369,2026-02-27T01:00:00.000Z,singareni-s4,zone-d,PZ-401,0.3,0.17,0.29,0.09,0.25,22,-82,83,0.032,0.231,0.066,0.019,Normal
1370,2026-02-27T02:00:00.000Z,jharia-open-pit,zone-c,EX-201,2.83,0.56,7.18,1.23,3.41,72,-70,65,0.745,0.169,2.038,0.548,Warning
1371,2026-02-27T03:00:00.000Z,korba-west-bench,zone-c,PZ-401,0.43,0,0.07,0.19,1.28,26,-62,95,0,1.118,0.112,0.116,Normal
1372,2026-02-27T04:00:00.000Z,jharia-open-pit,zone-b,EX-201,1.06,0.4,2.35,0.29,1.47,55,-85,89,0.156,0.118,0.583,0.238,Normal
1373,2026-02-27T05:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,0.88,0,1.27,0.22,1.11,22,-74,73,0,0.161,0.194,0.137,Normal
1374,2026-02-27T06:00:00.000Z,korba-west-bench,zone-a,SN-101,3.7,0.81,8.36,1.09,2.82,72,-81,99,0.964,0.129,2.664,0.619,Critical
1375,2026-02-27T07:00:00.000Z,jharia-open-pit,zone-c,EX-201,1.61,0.09,2.43,0.61,2.1,41,-76,73,0.064,0.241,0.66,0.352,Warning
1376,2026-02-27T08:00:00.000Z,singareni-s4,zone-c,SN-101,1.65,0.37,3.24,0.42,1.5,36,-76,86,0.192,0.126,0.594,0.309,Warning
1377,2026-02-27T09:00:00.000Z,korba-west-bench,zone-d,PZ-401,1.71,0.22,2.95,0.52,2.23,37,-74,94,0.136,0.17,0.633,0.394,Warning
1378,2026-02-27T10:00:00.000Z,singareni-s4,zone-d,SN-101,2.85,0.76,6.32,1.56,2.81,57,-79,91,1.262,0.243,1.624,0.591,Critical
1379,2026-02-27T11:00:00.000Z,jharia-open-pit,zone-b,TL-301,4.36,0.83,7.57,1.33,2.8,69,-62,81,1.187,0.173,3.008,0.638,Critical
1380,2026-02-27T12:00:00.000Z,korba-west-bench,zone-b,PZ-401,1.63,0.32,2.9,0.47,0.5,45,-75,68,0.182,0.157,0.733,0.223,Normal
1381,2026-02-27T13:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.55,0.13,1.04,0.17,0.11,10,-65,64,0.035,0.149,0.055,0.099,Normal
1382,2026-02-27T14:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.28,0,0.12,0,0,19,-60,90,0,0,0.053,0.054,Normal
1383,2026-02-27T15:00:00.000Z,korba-west-bench,zone-c,PZ-401,0.5,0.09,0.81,0,0.43,20,-69,71,0.009,0,0.1,0.055,Normal
1384,2026-02-27T16:00:00.000Z,korba-west-bench,zone-a,EX-201,0.98,0,1.15,0.1,0,24,-73,77,0,0.08,0.235,0.094,Normal
1385,2026-02-27T17:00:00.000Z,singareni-s4,zone-b,PZ-401,0.5,0.36,0.7,0.05,0.64,26,-66,76,0.054,0.063,0.13,0.212,Normal
1386,2026-02-27T18:00:00.000Z,jharia-open-pit,zone-b,PZ-401,0.05,0.14,0.2,0,1.09,25,-75,80,0.014,0,0.013,0.104,Normal
1387,2026-02-27T19:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.77,0.05,0,0.14,0,33,-67,81,0.012,1.4,0.254,0.065,Normal
1388,2026-02-27T20:00:00.000Z,jharia-open-pit,zone-a,PZ-401,1.53,0.43,3.65,0.6,1.38,46,-76,89,0.301,0.16,0.704,0.359,Warning
1389,2026-02-27T21:00:00.000Z,jharia-open-pit,zone-a,EX-201,0.85,0.24,0.73,0.15,0,12,-74,80,0.06,0.181,0.102,0.152,Normal
1390,2026-02-27T22:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,0.98,0.05,0,0.17,0.42,25,-74,70,0.014,1.7,0.245,0.109,Normal
1391,2026-02-27T23:00:00.000Z,singareni-s4,zone-a,EX-201,0,0.04,1.33,0.18,0.69,27,-63,63,0.011,0.126,0,0.086,Normal
1392,2026-02-28T00:00:00.000Z,raniganj-south-slope,zone-b,EX-201,0.35,0.06,1.94,0.24,0.81,34,-71,91,0.02,0.118,0.119,0.19,Normal
1393,2026-02-28T01:00:00.000Z,korba-west-bench,zone-a,TL-301,1.26,0.4,2.48,0.33,2.39,46,-70,89,0.172,0.128,0.58,0.29,Normal
1394,2026-02-28T02:00:00.000Z,jharia-open-pit,zone-a,PZ-401,3.04,0.68,7.11,1.01,3.61,62,-60,89,0.755,0.14,1.885,0.556,Critical
1395,2026-02-28T03:00:00.000Z,jharia-open-pit,zone-c,EX-201,3.74,0.74,5.78,0.95,3.38,70,-61,94,0.777,0.162,2.618,0.637,Critical
1396,2026-02-28T04:00:00.000Z,korba-west-bench,zone-a,SN-101,0.4,0.02,1.04,0.3,0.04,16,-72,84,0.008,0.263,0.064,0.13,Normal
1397,2026-02-28T05:00:00.000Z,raniganj-south-slope,zone-a,TL-301,0.03,0,0,0.1,0.66,18,-62,78,0,1,0.005,0.046,Normal
1398,2026-02-28T06:00:00.000Z,korba-west-bench,zone-d,EX-201,0.79,0.14,0.85,0.02,0.77,26,-75,64,0.017,0.021,0.205,0.183,Normal
1399,2026-02-28T07:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.44,0,1.43,0.28,0.75,25,-66,99,0,0.183,0.11,0.101,Normal
1400,2026-02-28T08:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0.81,0.13,0.88,0.32,0,11,-85,94,0.055,0.327,0.089,0.08,Normal
1401,2026-02-28T09:00:00.000Z,jharia-open-pit,zone-c,EX-201,0.95,0.13,2.72,0,0,37,-65,91,0.013,0,0.351,0.153,Normal
1402,2026-02-28T10:00:00.000Z,singareni-s4,zone-c,EX-201,0.37,0,2.34,0.17,0.98,24,-63,74,0,0.07,0.089,0.088,Normal
1403,2026-02-28T11:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,0.84,0.1,0.68,0.04,0,28,-61,74,0.014,0.051,0.235,0.13,Normal
1404,2026-02-28T12:00:00.000Z,jharia-open-pit,zone-b,EX-201,3.08,0.64,7.88,1.04,3.77,82,-65,80,0.73,0.13,2.526,0.57,Critical
1405,2026-02-28T13:00:00.000Z,singareni-s4,zone-b,PZ-401,1.03,0.19,0.43,0.21,0.05,20,-70,95,0.059,0.396,0.206,0.102,Normal
1406,2026-02-28T14:00:00.000Z,korba-west-bench,zone-b,PZ-401,0.15,0,1.58,0,0.42,25,-72,79,0,0,0.037,0.122,Normal
1407,2026-02-28T15:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,1.48,0.2,1.79,0.55,1.41,53,-77,72,0.13,0.291,0.784,0.248,Normal
1408,2026-02-28T16:00:00.000Z,korba-west-bench,zone-a,TL-301,3.23,0.92,8.01,1.22,3.84,73,-83,96,1.214,0.15,2.358,0.636,Critical
1409,2026-02-28T17:00:00.000Z,singareni-s4,zone-d,PZ-401,0.86,0.14,0,0.48,0.11,21,-66,85,0.081,4.8,0.181,0.103,Normal
1410,2026-02-28T18:00:00.000Z,jharia-open-pit,zone-d,TL-301,1.7,0.08,2.71,0.49,2.77,39,-63,99,0.047,0.174,0.663,0.155,Normal
1411,2026-02-28T19:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0,0.14,0,0.06,0.32,10,-68,94,0.022,0.6,0,0.073,Normal
1412,2026-02-28T20:00:00.000Z,korba-west-bench,zone-c,EX-201,0.97,0.06,0.79,0.15,1.11,25,-78,91,0.015,0.169,0.242,0.18,Normal
1413,2026-02-28T21:00:00.000Z,singareni-s4,zone-a,SN-101,0.58,0.02,1.77,0.04,0,19,-83,66,0.003,0.021,0.11,0.076,Normal
1414,2026-02-28T22:00:00.000Z,jharia-open-pit,zone-c,EX-201,3,0.83,7.5,1.1,2.84,71,-81,80,0.996,0.145,2.13,0.561,Critical
1415,2026-02-28T23:00:00.000Z,singareni-s4,zone-b,PZ-401,0.27,0,2.5,0.15,0.57,22,-79,72,0,0.058,0.059,0.047,Normal
1416,2026-03-01T00:00:00.000Z,jharia-open-pit,zone-d,EX-201,0.54,0.11,0,0.07,0.79,28,-74,80,0.019,0.7,0.151,0.059,Normal
1417,2026-03-01T01:00:00.000Z,singareni-s4,zone-a,SN-101,3.6,0.69,6.85,1.02,4.02,73,-70,85,0.773,0.147,2.628,0.697,Critical
1418,2026-03-01T02:00:00.000Z,singareni-s4,zone-d,TL-301,0.43,0,0.91,0.07,0.88,18,-75,91,0,0.069,0.077,0.089,Normal
1419,2026-03-01T03:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,0,0,2.02,0,0.52,30,-70,99,0,0,0,0.055,Normal
